Emotion,Mood_Intensity,Sleep_Quality,Feedback,Age,Gender,Time_of_Day,Location,Weather,Activity,Frequency
Sad,1,3,5,29,Female,Night,Work,Cloudy,Working,5.7900037
Anxious,5,2,1,32,Female,Evening,Public Space,Cloudy,Socializing,4.196173622
Sad,4,1,3,35,Female,Afternoon,Home,Cloudy,Working,5.599754984
Sad,2,8,5,46,Female,Evening,Work,Sunny,Relaxing,4.935587413
Stressed,4,8,4,56,Male,Morning,Work,Cloudy,Working,5.051288156
Stressed,2,2,4,57,Male,Morning,Public Space,Snowy,Relaxing,4.413058835
Anxious,1,1,5,61,Male,Evening,Outdoors,Snowy,Relaxing,4.639867579
Sad,2,10,2,49,Female,Afternoon,Public Space,Snowy,Socializing,5.078740473
Relaxed,2,7,1,41,Male,Afternoon,Public Space,Cloudy,Exercising,6.042024113
Relaxed,3,6,3,56,Female,Night,Home,Sunny,Working,6.226247605
Happy,5,9,4,30,Male,Night,Home,Cloudy,Exercising,6.889235219
Anxious,5,2,5,38,Female,Morning,Home,Cloudy,Socializing,3.986443888
Stressed,2,7,3,39,Female,Morning,Home,Rainy,Working,4.560095665
Happy,1,3,5,62,Female,Night,Outdoors,Cloudy,Working,6.652105375
Anxious,4,7,2,41,Male,Morning,Home,Snowy,Exercising,4.294108398
Happy,3,7,2,23,Female,Evening,Public Space,Rainy,Relaxing,6.341776816
Stressed,4,1,5,42,Female,Evening,Outdoors,Rainy,Working,4.497683432
Stressed,1,2,2,21,Female,Evening,Work,Rainy,Socializing,4.904606527
Sad,5,5,1,52,Female,Night,Home,Rainy,Exercising,4.849572654
Stressed,2,5,1,57,Male,Afternoon,Public Space,Cloudy,Relaxing,4.86442248
Relaxed,4,10,5,60,Male,Morning,Public Space,Rainy,Working,6.217358838
Stressed,3,8,1,29,Male,Evening,Outdoors,Sunny,Socializing,4.612661674
Happy,5,6,4,55,Female,Night,Outdoors,Cloudy,Working,6.896956862
Sad,3,9,1,41,Female,Evening,Public Space,Cloudy,Relaxing,5.46372331
Stressed,5,8,1,36,Male,Night,Outdoors,Cloudy,Relaxing,4.837519838
Sad,4,1,1,22,Male,Night,Outdoors,Rainy,Exercising,4.749526706
Anxious,4,5,5,50,Male,Evening,Work,Sunny,Socializing,4.486704006
Stressed,3,8,4,47,Male,Evening,Public Space,Rainy,Exercising,4.679309696
Sad,5,4,4,46,Female,Night,Work,Cloudy,Socializing,5.516905172
Anxious,3,10,2,50,Male,Afternoon,Public Space,Cloudy,Relaxing,4.001924526
Anxious,1,10,3,33,Male,Evening,Public Space,Cloudy,Working,4.821123851
Sad,1,5,1,18,Male,Morning,Work,Rainy,Relaxing,5.250099537
Stressed,2,2,2,56,Female,Morning,Work,Cloudy,Socializing,4.585101528
Sad,4,1,2,56,Female,Night,Home,Sunny,Exercising,4.88260121
Anxious,1,2,2,37,Female,Evening,Home,Snowy,Relaxing,3.842329842
Happy,1,2,3,42,Male,Morning,Work,Rainy,Relaxing,6.37351194
Relaxed,3,7,3,61,Male,Evening,Public Space,Cloudy,Socializing,5.481054732
Anxious,1,1,3,26,Male,Night,Home,Sunny,Working,4.292047135
Anxious,4,6,4,64,Female,Afternoon,Outdoors,Cloudy,Relaxing,4.371081228
Relaxed,3,9,4,24,Female,Morning,Home,Cloudy,Working,5.871320218
Relaxed,3,9,1,57,Female,Evening,Outdoors,Rainy,Socializing,5.930145325
Sad,2,5,3,27,Male,Morning,Home,Sunny,Exercising,5.396802308
Happy,3,9,5,60,Male,Morning,Home,Sunny,Exercising,6.77155725
Relaxed,3,6,2,59,Female,Afternoon,Home,Rainy,Socializing,5.922889901
Happy,4,10,3,62,Female,Afternoon,Public Space,Rainy,Socializing,6.661097819
Sad,3,9,3,62,Male,Morning,Outdoors,Sunny,Socializing,5.428362346
Happy,4,7,3,51,Male,Morning,Outdoors,Cloudy,Socializing,6.524985049
Anxious,5,3,5,37,Female,Morning,Work,Rainy,Relaxing,4.535063473
Anxious,2,10,2,28,Male,Morning,Outdoors,Rainy,Working,4.35309948
Anxious,5,6,2,51,Female,Afternoon,Work,Snowy,Relaxing,4.55885646
Happy,1,7,5,52,Female,Evening,Public Space,Sunny,Exercising,6.375734234
Sad,1,3,5,25,Female,Afternoon,Work,Snowy,Working,5.046050148
Happy,4,3,3,60,Female,Evening,Home,Rainy,Working,6.700654532
Happy,2,10,2,23,Male,Afternoon,Outdoors,Cloudy,Socializing,6.75489973
Relaxed,4,8,3,39,Male,Night,Public Space,Snowy,Working,6.122153408
Sad,3,9,5,43,Female,Evening,Public Space,Snowy,Exercising,5.835543166
Anxious,1,10,2,46,Male,Morning,Public Space,Rainy,Exercising,4.101420381
Anxious,4,8,2,52,Female,Evening,Work,Snowy,Working,4.401386007
Stressed,2,2,3,53,Female,Night,Outdoors,Snowy,Relaxing,4.341411303
Sad,4,4,1,61,Female,Evening,Outdoors,Snowy,Socializing,5.437754447
Happy,3,10,1,33,Female,Afternoon,Public Space,Sunny,Working,6.147205211
Happy,5,6,5,48,Male,Morning,Work,Sunny,Exercising,6.690373986
Sad,2,5,4,62,Female,Night,Public Space,Snowy,Relaxing,5.028634334
Anxious,2,9,1,40,Female,Afternoon,Work,Sunny,Socializing,3.930073821
Stressed,3,6,1,52,Female,Morning,Work,Sunny,Exercising,5.203364854
Anxious,4,6,3,28,Female,Afternoon,Work,Snowy,Socializing,4.217079985
Stressed,2,8,1,62,Male,Evening,Outdoors,Rainy,Exercising,4.254813592
Sad,2,10,4,57,Male,Night,Home,Snowy,Working,5.838734811
Sad,2,4,3,51,Male,Afternoon,Home,Sunny,Exercising,5.605805324
Anxious,2,6,2,59,Male,Morning,Public Space,Rainy,Exercising,4.275174008
Stressed,3,10,4,62,Male,Evening,Outdoors,Snowy,Exercising,5.134475735
Stressed,5,1,3,58,Female,Afternoon,Work,Cloudy,Working,4.358252602
Sad,1,5,1,36,Male,Afternoon,Public Space,Sunny,Working,5.357599814
Happy,5,3,2,53,Male,Evening,Work,Sunny,Exercising,5.830126092
Happy,5,8,3,58,Female,Evening,Home,Rainy,Working,6.060201829
Anxious,4,3,3,22,Female,Night,Home,Snowy,Exercising,4.411110991
Stressed,3,6,5,26,Female,Morning,Work,Sunny,Relaxing,4.781416788
Happy,4,1,2,33,Female,Morning,Public Space,Snowy,Working,6.692030633
Stressed,4,10,3,27,Female,Night,Outdoors,Cloudy,Relaxing,5.513737445
Anxious,1,5,1,29,Male,Evening,Outdoors,Sunny,Socializing,3.88927501
Relaxed,1,7,2,25,Male,Evening,Work,Sunny,Relaxing,5.695645775
Relaxed,1,7,5,25,Female,Night,Public Space,Rainy,Socializing,5.973303338
Stressed,1,5,2,27,Male,Morning,Outdoors,Sunny,Socializing,4.97277296
Sad,1,9,1,60,Female,Afternoon,Work,Sunny,Socializing,5.062722328
Sad,5,10,2,33,Female,Night,Public Space,Rainy,Socializing,5.983101568
Anxious,2,6,4,57,Female,Evening,Public Space,Rainy,Relaxing,4.099953583
Relaxed,5,8,4,41,Male,Night,Home,Snowy,Relaxing,6.238783148
Stressed,5,7,1,51,Female,Evening,Public Space,Cloudy,Relaxing,4.968179803
Relaxed,2,2,2,40,Male,Night,Work,Snowy,Relaxing,5.90526484
Anxious,1,5,1,24,Male,Evening,Work,Sunny,Relaxing,3.782113948
Anxious,4,10,2,58,Female,Night,Home,Snowy,Working,4.278506355
Stressed,3,4,4,21,Female,Evening,Public Space,Cloudy,Relaxing,4.776344544
Relaxed,1,5,4,58,Male,Afternoon,Home,Cloudy,Relaxing,5.255987891
Sad,2,9,1,18,Female,Evening,Home,Snowy,Exercising,5.569313692
Relaxed,5,6,2,38,Male,Morning,Work,Sunny,Relaxing,6.284164935
Happy,5,6,1,35,Female,Morning,Outdoors,Rainy,Relaxing,6.52264305
Sad,2,9,4,23,Male,Morning,Public Space,Sunny,Socializing,5.72423802
Anxious,5,8,4,57,Female,Night,Work,Sunny,Socializing,4.916503136
Happy,5,2,3,35,Male,Afternoon,Outdoors,Snowy,Relaxing,6.182754144
Happy,1,7,2,47,Female,Night,Home,Sunny,Working,6.67312995
Anxious,2,4,1,62,Male,Evening,Home,Sunny,Relaxing,4.277782335
Anxious,4,8,1,42,Male,Evening,Outdoors,Sunny,Socializing,4.714990015
Happy,1,10,4,46,Male,Afternoon,Outdoors,Sunny,Exercising,6.497586687
Anxious,4,3,5,29,Female,Night,Outdoors,Snowy,Working,4.544993436
Anxious,1,3,1,63,Female,Night,Public Space,Snowy,Exercising,3.876032673
Sad,5,3,1,34,Female,Night,Outdoors,Cloudy,Socializing,4.892331479
Stressed,2,9,1,47,Female,Evening,Home,Sunny,Relaxing,4.475511794
Anxious,2,1,2,59,Female,Morning,Outdoors,Rainy,Socializing,4.037990234
Sad,1,1,2,43,Female,Afternoon,Work,Rainy,Socializing,5.340521377
Sad,3,1,2,61,Female,Afternoon,Work,Sunny,Working,4.829327512
Happy,2,8,3,50,Female,Morning,Work,Sunny,Relaxing,6.706277936
Relaxed,4,4,4,64,Male,Night,Work,Rainy,Relaxing,5.739077396
Stressed,4,4,5,24,Female,Afternoon,Outdoors,Snowy,Socializing,4.618125627
Happy,1,4,5,31,Male,Evening,Home,Sunny,Relaxing,6.739387535
Sad,3,6,2,22,Male,Afternoon,Outdoors,Snowy,Exercising,4.991036721
Sad,2,4,3,43,Male,Evening,Home,Sunny,Exercising,5.228542314
Sad,2,8,2,40,Female,Afternoon,Work,Cloudy,Socializing,5.117129838
Anxious,2,3,2,30,Male,Night,Public Space,Cloudy,Relaxing,4.105479683
Relaxed,1,3,2,30,Male,Morning,Work,Rainy,Working,5.198870945
Happy,4,4,4,38,Male,Night,Outdoors,Cloudy,Working,6.587000276
Sad,5,5,5,37,Male,Morning,Work,Cloudy,Exercising,5.036035329
Sad,5,9,1,21,Male,Morning,Work,Sunny,Exercising,5.23437333
Stressed,2,9,1,38,Male,Afternoon,Outdoors,Sunny,Working,4.281031128
Relaxed,3,1,1,56,Male,Afternoon,Outdoors,Snowy,Relaxing,5.838799575
Anxious,5,3,5,59,Female,Night,Public Space,Snowy,Exercising,4.110861887
Sad,2,4,1,19,Male,Afternoon,Public Space,Snowy,Working,5.535362019
Sad,5,4,4,43,Female,Night,Work,Sunny,Socializing,5.384186421
Stressed,4,6,5,26,Female,Afternoon,Home,Snowy,Relaxing,5.113330815
Sad,3,4,2,24,Male,Morning,Public Space,Sunny,Working,4.987288581
Happy,3,2,5,31,Female,Afternoon,Public Space,Rainy,Socializing,6.751156217
Anxious,3,2,2,36,Male,Evening,Public Space,Snowy,Socializing,3.992801529
Stressed,5,10,5,37,Male,Afternoon,Home,Sunny,Relaxing,4.959846331
Happy,1,6,4,37,Male,Morning,Public Space,Snowy,Relaxing,6.370112947
Happy,2,6,1,57,Male,Evening,Work,Sunny,Socializing,5.659044092
Anxious,2,2,5,56,Male,Morning,Home,Rainy,Working,3.773332161
Sad,2,8,3,38,Female,Morning,Work,Rainy,Working,5.694430301
Happy,4,10,2,19,Male,Afternoon,Work,Sunny,Relaxing,6.514806913
Relaxed,2,1,1,49,Female,Afternoon,Public Space,Cloudy,Exercising,5.565496972
Relaxed,2,7,4,44,Female,Night,Public Space,Snowy,Socializing,5.737320711
Sad,4,8,2,27,Female,Morning,Outdoors,Snowy,Exercising,5.076177835
Relaxed,3,9,5,38,Male,Night,Public Space,Rainy,Relaxing,5.779025653
Relaxed,5,4,5,62,Male,Night,Public Space,Snowy,Relaxing,6.275921034
Relaxed,4,3,5,35,Female,Afternoon,Public Space,Snowy,Working,5.517152409
Anxious,2,3,4,19,Female,Morning,Outdoors,Rainy,Socializing,4.771325077
Happy,2,3,3,27,Female,Afternoon,Work,Snowy,Exercising,6.522971357
Sad,3,6,2,30,Female,Afternoon,Work,Cloudy,Socializing,4.961119691
Happy,3,5,3,48,Female,Night,Home,Cloudy,Exercising,6.570469468
Anxious,5,8,2,56,Male,Afternoon,Outdoors,Snowy,Exercising,4.083328338
Sad,2,7,2,33,Male,Afternoon,Public Space,Sunny,Exercising,5.731220528
Relaxed,2,2,1,64,Female,Morning,Work,Sunny,Exercising,5.190991174
Sad,2,2,3,40,Female,Night,Work,Rainy,Relaxing,4.824523435
Anxious,4,1,5,23,Female,Morning,Public Space,Snowy,Working,4.242923404
Sad,1,6,2,38,Male,Morning,Outdoors,Rainy,Working,5.262771386
Happy,5,8,4,52,Female,Afternoon,Outdoors,Rainy,Exercising,6.465661054
Happy,4,5,4,29,Female,Afternoon,Home,Sunny,Exercising,5.99502322
Anxious,4,4,2,25,Female,Morning,Outdoors,Rainy,Exercising,3.890465718
Relaxed,3,6,3,34,Male,Morning,Outdoors,Sunny,Exercising,5.533868444
Relaxed,4,9,4,28,Male,Evening,Work,Cloudy,Exercising,5.591396754
Anxious,5,3,1,36,Female,Morning,Work,Sunny,Socializing,3.906249618
Happy,4,3,3,23,Male,Evening,Home,Snowy,Working,6.55188576
Sad,1,7,3,23,Female,Morning,Public Space,Rainy,Relaxing,5.059818678
Happy,2,5,1,20,Female,Evening,Work,Rainy,Working,5.731824922
Sad,3,5,3,31,Female,Evening,Home,Cloudy,Relaxing,5.627324377
Relaxed,5,9,1,29,Male,Morning,Outdoors,Rainy,Relaxing,6.118134938
Sad,5,9,5,55,Female,Afternoon,Work,Cloudy,Working,6.08006413
Anxious,1,10,2,36,Male,Night,Home,Rainy,Relaxing,4.701979186
Stressed,2,6,3,26,Female,Afternoon,Outdoors,Rainy,Exercising,4.589483115
Stressed,5,4,4,40,Female,Morning,Outdoors,Snowy,Working,4.857121049
Anxious,1,3,2,51,Male,Night,Public Space,Cloudy,Exercising,4.384063055
Stressed,5,10,1,56,Male,Evening,Public Space,Sunny,Socializing,5.273580819
Relaxed,4,9,2,62,Male,Evening,Work,Snowy,Exercising,5.630923735
Happy,4,6,4,48,Male,Morning,Public Space,Rainy,Working,6.917723945
Sad,2,8,1,36,Female,Evening,Work,Cloudy,Working,5.57712545
Stressed,3,4,1,45,Female,Afternoon,Home,Sunny,Working,4.337983425
Stressed,5,9,3,57,Female,Morning,Outdoors,Sunny,Working,5.036352182
Happy,2,7,4,54,Male,Morning,Home,Cloudy,Relaxing,6.189971445
Happy,5,8,2,52,Male,Night,Home,Rainy,Relaxing,6.865173236
Happy,2,5,4,40,Female,Morning,Home,Sunny,Relaxing,5.92026109
Stressed,5,10,5,52,Female,Evening,Public Space,Cloudy,Socializing,5.425474281
Relaxed,3,2,4,51,Male,Afternoon,Outdoors,Sunny,Relaxing,5.978240423
Sad,3,6,5,50,Female,Afternoon,Outdoors,Snowy,Exercising,5.304577976
Anxious,2,10,5,55,Female,Morning,Public Space,Snowy,Working,4.711570207
Sad,4,1,2,40,Female,Evening,Public Space,Sunny,Working,4.935500857
Sad,3,3,2,42,Female,Morning,Outdoors,Cloudy,Working,5.627843877
Relaxed,1,10,4,25,Male,Night,Home,Sunny,Relaxing,5.710900467
Relaxed,1,9,1,45,Male,Night,Outdoors,Cloudy,Working,5.324944594
Relaxed,3,8,3,46,Female,Night,Outdoors,Cloudy,Working,6.07275508
Sad,2,10,5,24,Male,Morning,Work,Sunny,Exercising,5.464521563
Stressed,1,3,3,38,Female,Afternoon,Outdoors,Sunny,Working,5.147521101
Happy,3,2,1,35,Male,Afternoon,Outdoors,Sunny,Socializing,5.729572437
Stressed,3,10,4,49,Female,Night,Home,Sunny,Exercising,4.581271253
Stressed,4,4,2,30,Female,Evening,Home,Sunny,Exercising,4.494577399
Relaxed,3,4,1,31,Male,Evening,Outdoors,Snowy,Relaxing,5.919404976
Relaxed,4,1,5,28,Female,Afternoon,Work,Cloudy,Socializing,5.833683302
Anxious,3,1,3,54,Female,Night,Work,Cloudy,Relaxing,4.008041361
Happy,2,5,3,34,Male,Evening,Outdoors,Rainy,Exercising,6.253696165
Stressed,3,8,3,30,Female,Afternoon,Work,Cloudy,Exercising,4.781942426
Anxious,5,7,2,47,Female,Morning,Work,Snowy,Relaxing,4.014880585
Anxious,3,5,5,40,Female,Afternoon,Public Space,Sunny,Relaxing,4.015475162
Stressed,2,10,3,56,Female,Afternoon,Public Space,Cloudy,Exercising,4.637256136
Stressed,4,2,5,27,Male,Night,Work,Cloudy,Working,4.599234221
Stressed,2,3,4,29,Male,Night,Work,Rainy,Relaxing,4.95051994
Stressed,3,4,1,53,Female,Evening,Work,Cloudy,Socializing,4.538886248
Relaxed,2,9,3,44,Female,Night,Home,Sunny,Working,5.491622301
Stressed,3,6,3,51,Male,Evening,Public Space,Cloudy,Socializing,4.688963077
Anxious,2,5,4,42,Female,Evening,Public Space,Rainy,Relaxing,4.498267634
Relaxed,5,6,1,32,Female,Afternoon,Public Space,Cloudy,Exercising,5.679478108
Stressed,4,3,3,29,Female,Afternoon,Work,Cloudy,Working,5.310760352
Stressed,3,2,3,23,Female,Evening,Home,Rainy,Working,4.689351635
Stressed,3,5,5,56,Female,Afternoon,Public Space,Sunny,Socializing,4.817714684
Anxious,3,8,4,54,Male,Morning,Home,Rainy,Exercising,4.864788731
Anxious,5,9,3,48,Male,Night,Work,Cloudy,Working,4.716704485
Sad,5,4,4,50,Female,Evening,Outdoors,Rainy,Socializing,5.750211026
Relaxed,4,2,1,55,Female,Morning,Home,Sunny,Exercising,5.326098904
Happy,2,10,5,61,Female,Evening,Work,Cloudy,Working,6.370383387
Happy,2,3,3,45,Female,Night,Public Space,Rainy,Relaxing,6.23787501
Happy,4,9,5,27,Male,Afternoon,Outdoors,Snowy,Socializing,6.941436413
Stressed,4,9,2,53,Male,Morning,Work,Sunny,Relaxing,4.575241759
Stressed,3,3,5,50,Male,Afternoon,Home,Cloudy,Working,4.841217905
Happy,3,5,4,20,Female,Night,Work,Snowy,Socializing,6.889828509
Relaxed,2,10,3,60,Male,Night,Work,Rainy,Working,5.541715885
Sad,5,4,3,61,Female,Night,Home,Sunny,Relaxing,5.146110757
Stressed,3,4,4,53,Female,Evening,Public Space,Cloudy,Working,4.532946425
Stressed,3,3,2,34,Female,Morning,Home,Snowy,Socializing,4.677064205
Relaxed,4,10,3,51,Male,Afternoon,Home,Rainy,Relaxing,5.912576675
Happy,2,2,4,34,Female,Evening,Home,Rainy,Working,5.802562579
Sad,2,8,1,61,Male,Night,Outdoors,Sunny,Relaxing,5.137070951
Relaxed,3,7,5,55,Male,Morning,Public Space,Cloudy,Socializing,6.102975715
Relaxed,5,4,5,64,Female,Evening,Work,Sunny,Relaxing,5.948337365
Anxious,3,7,1,34,Male,Afternoon,Public Space,Rainy,Working,4.166329231
Happy,1,4,1,54,Female,Evening,Public Space,Sunny,Relaxing,6.287281009
Relaxed,4,2,4,54,Female,Morning,Home,Snowy,Working,5.810067203
Sad,3,3,1,36,Male,Morning,Outdoors,Snowy,Working,4.810205196
Sad,2,5,5,31,Male,Morning,Outdoors,Sunny,Working,5.264535038
Happy,5,5,1,29,Female,Afternoon,Home,Rainy,Socializing,5.961690303
Sad,2,1,1,62,Male,Afternoon,Outdoors,Cloudy,Working,5.459677357
Relaxed,3,1,5,20,Female,Morning,Outdoors,Rainy,Socializing,6.305080947
Stressed,5,1,2,36,Male,Morning,Public Space,Rainy,Socializing,5.153389181
Anxious,5,2,3,54,Male,Afternoon,Work,Sunny,Relaxing,4.5117012
Happy,1,7,4,34,Female,Morning,Work,Cloudy,Working,6.017192046
Sad,3,6,3,41,Female,Afternoon,Work,Sunny,Relaxing,5.320516869
Anxious,1,1,2,45,Female,Evening,Work,Snowy,Exercising,3.582850284
Stressed,4,6,3,31,Female,Afternoon,Home,Cloudy,Socializing,5.249705001
Anxious,1,10,2,57,Female,Night,Work,Rainy,Relaxing,4.415036027
Stressed,3,10,1,28,Female,Morning,Home,Snowy,Exercising,5.208953491
Stressed,1,8,1,54,Male,Morning,Work,Sunny,Exercising,4.410694477
Relaxed,3,10,1,38,Male,Evening,Outdoors,Sunny,Working,5.826404572
Anxious,3,10,1,60,Female,Afternoon,Public Space,Snowy,Relaxing,3.944063873
Sad,3,7,4,21,Female,Night,Public Space,Rainy,Relaxing,5.036099857
Sad,5,5,3,28,Male,Night,Outdoors,Cloudy,Relaxing,5.712992757
Stressed,4,2,1,38,Female,Afternoon,Public Space,Sunny,Working,4.634571589
Anxious,3,9,4,32,Male,Afternoon,Outdoors,Rainy,Relaxing,4.463985199
Anxious,1,7,1,43,Male,Morning,Work,Snowy,Exercising,4.351726496
Stressed,4,10,2,25,Male,Evening,Outdoors,Snowy,Working,4.725612066
Relaxed,5,8,4,62,Female,Evening,Public Space,Cloudy,Relaxing,5.953229473
Stressed,4,2,1,64,Female,Afternoon,Public Space,Cloudy,Working,4.892725213
Anxious,4,4,2,28,Male,Evening,Work,Sunny,Working,4.698267007
Stressed,1,3,3,43,Male,Evening,Public Space,Cloudy,Working,4.909897538
Anxious,5,6,1,39,Female,Morning,Home,Cloudy,Relaxing,4.525043204
Happy,2,7,2,47,Male,Evening,Outdoors,Cloudy,Relaxing,6.035624588
Stressed,3,10,1,45,Male,Evening,Public Space,Snowy,Relaxing,5.256647275
Anxious,4,4,3,25,Male,Afternoon,Outdoors,Sunny,Relaxing,4.716727438
Sad,5,7,2,27,Male,Morning,Work,Cloudy,Socializing,5.582386386
Anxious,1,2,5,19,Male,Evening,Work,Snowy,Exercising,3.925172244
Relaxed,2,1,3,55,Female,Morning,Work,Rainy,Socializing,5.78819559
Happy,4,8,4,37,Male,Evening,Outdoors,Rainy,Working,6.272904166
Sad,3,3,3,30,Male,Night,Work,Snowy,Relaxing,5.148536742
Happy,4,6,3,21,Male,Afternoon,Home,Snowy,Exercising,6.748964061
Sad,1,9,4,29,Male,Evening,Public Space,Rainy,Socializing,5.7614684
Sad,3,5,4,35,Male,Afternoon,Home,Rainy,Relaxing,5.805147632
Sad,1,6,5,42,Female,Night,Public Space,Snowy,Working,4.865111047
Anxious,2,8,5,49,Female,Evening,Home,Sunny,Relaxing,4.50009258
Stressed,3,6,4,38,Male,Night,Home,Snowy,Socializing,4.835660714
Stressed,3,4,4,62,Female,Evening,Home,Snowy,Socializing,4.869381146
Stressed,2,4,3,57,Male,Evening,Public Space,Rainy,Exercising,5.168752092
Stressed,5,9,4,51,Male,Evening,Public Space,Sunny,Socializing,5.183785244
Sad,5,3,5,29,Female,Night,Outdoors,Sunny,Exercising,5.131945023
Relaxed,4,10,1,48,Female,Afternoon,Outdoors,Cloudy,Working,6.170878272
Sad,2,8,2,46,Female,Afternoon,Public Space,Cloudy,Relaxing,4.815970262
Happy,2,5,2,41,Female,Night,Outdoors,Rainy,Working,6.061391517
Relaxed,2,6,3,35,Female,Afternoon,Outdoors,Snowy,Socializing,5.947670466
Relaxed,5,4,1,30,Female,Morning,Home,Snowy,Working,5.381781655
Sad,4,2,1,36,Female,Morning,Outdoors,Snowy,Working,5.543933082
Relaxed,5,1,1,20,Female,Evening,Outdoors,Sunny,Working,5.952138771
Sad,1,8,2,22,Female,Evening,Home,Cloudy,Exercising,5.389407063
Anxious,2,5,4,53,Female,Afternoon,Outdoors,Sunny,Exercising,4.014199811
Anxious,4,10,4,40,Male,Evening,Home,Snowy,Relaxing,4.308671466
Relaxed,4,1,5,64,Male,Morning,Work,Rainy,Exercising,5.522274417
Stressed,1,1,3,55,Female,Evening,Work,Rainy,Working,4.86802264
Happy,4,2,4,46,Female,Night,Home,Snowy,Socializing,6.392912711
Anxious,5,10,4,25,Female,Night,Outdoors,Cloudy,Working,4.377813586
Anxious,4,8,3,18,Female,Evening,Work,Rainy,Exercising,4.546124819
Anxious,5,3,3,51,Male,Evening,Public Space,Cloudy,Exercising,3.986208133
Relaxed,5,5,4,43,Female,Evening,Public Space,Sunny,Exercising,6.118402329
Sad,5,10,3,26,Female,Evening,Home,Snowy,Working,5.161623601
Stressed,5,8,4,22,Male,Morning,Public Space,Rainy,Working,4.661483914
Sad,3,5,3,50,Female,Night,Home,Rainy,Relaxing,5.209199068
Sad,5,10,2,18,Male,Evening,Public Space,Rainy,Socializing,5.170175638
Stressed,1,6,4,54,Female,Morning,Public Space,Rainy,Relaxing,4.795614513
Anxious,3,1,1,59,Male,Morning,Outdoors,Sunny,Relaxing,4.368435912
Stressed,2,7,5,54,Female,Night,Work,Rainy,Relaxing,4.452838767
Happy,4,7,3,32,Female,Evening,Outdoors,Snowy,Working,6.425848514
Anxious,5,3,4,28,Female,Morning,Public Space,Cloudy,Relaxing,4.364957291
Relaxed,2,3,5,61,Female,Morning,Outdoors,Snowy,Socializing,5.505808255
Anxious,5,3,4,18,Female,Afternoon,Home,Cloudy,Socializing,4.347627545
Relaxed,3,1,3,26,Male,Afternoon,Outdoors,Snowy,Working,5.830193186
Anxious,1,3,5,55,Male,Evening,Work,Cloudy,Socializing,4.545459323
Happy,1,8,4,26,Male,Morning,Work,Sunny,Working,6.592149958
Relaxed,2,10,4,26,Male,Night,Outdoors,Sunny,Working,6.409143653
Stressed,1,10,4,39,Female,Night,Public Space,Sunny,Exercising,5.128325871
Relaxed,3,6,4,22,Male,Morning,Outdoors,Cloudy,Socializing,5.957143429
Happy,4,1,4,57,Female,Night,Home,Rainy,Relaxing,6.406288888
Anxious,3,5,2,64,Male,Afternoon,Work,Sunny,Working,4.320001526
Relaxed,5,1,1,27,Female,Afternoon,Work,Snowy,Socializing,6.045145622
Sad,1,4,5,52,Female,Night,Home,Sunny,Relaxing,5.669605017
Relaxed,3,7,3,28,Male,Morning,Public Space,Snowy,Exercising,5.542090871
Anxious,3,9,4,30,Female,Morning,Work,Sunny,Relaxing,4.542280017
Sad,1,8,3,34,Male,Afternoon,Work,Cloudy,Socializing,5.079663685
Relaxed,5,10,4,62,Male,Evening,Home,Cloudy,Socializing,5.610548023
Relaxed,4,10,1,46,Female,Afternoon,Outdoors,Rainy,Socializing,6.310404414
Anxious,4,7,4,33,Female,Evening,Outdoors,Rainy,Relaxing,4.787093008
Anxious,4,5,3,23,Male,Night,Work,Cloudy,Relaxing,3.954398443
Stressed,4,10,4,25,Female,Morning,Outdoors,Cloudy,Relaxing,4.80773549
Happy,3,7,2,50,Female,Afternoon,Home,Rainy,Relaxing,6.200694881
Stressed,5,2,3,59,Male,Morning,Outdoors,Snowy,Exercising,4.684308723
Sad,2,9,1,43,Male,Evening,Outdoors,Rainy,Exercising,5.74433047
Relaxed,3,1,1,20,Female,Morning,Public Space,Sunny,Relaxing,5.247178172
Anxious,3,2,5,59,Female,Morning,Public Space,Rainy,Working,4.467106206
Relaxed,5,9,1,41,Male,Night,Work,Sunny,Exercising,5.834638103
Stressed,2,4,2,40,Male,Night,Outdoors,Snowy,Relaxing,5.119088436
Anxious,3,2,5,59,Female,Evening,Work,Cloudy,Exercising,4.660292057
Stressed,4,9,3,25,Female,Night,Outdoors,Sunny,Working,5.497674427
Happy,5,7,2,61,Female,Morning,Outdoors,Sunny,Exercising,6.185145452
Anxious,2,3,1,41,Female,Morning,Home,Cloudy,Exercising,4.481066177
Relaxed,5,8,2,60,Male,Afternoon,Public Space,Snowy,Working,6.135530912
Anxious,5,2,4,37,Male,Afternoon,Work,Snowy,Relaxing,4.897141495
Stressed,2,4,5,58,Male,Afternoon,Work,Sunny,Socializing,5.295240618
Happy,5,4,4,37,Male,Evening,Work,Snowy,Socializing,6.138619061
Relaxed,4,5,1,54,Female,Morning,Outdoors,Rainy,Relaxing,5.675030473
Anxious,5,3,3,53,Female,Evening,Outdoors,Cloudy,Working,4.698708264
Stressed,2,2,3,50,Female,Night,Public Space,Snowy,Socializing,4.698944379
Stressed,3,8,3,49,Male,Evening,Outdoors,Snowy,Working,5.023588561
Stressed,4,2,5,48,Male,Afternoon,Work,Cloudy,Socializing,5.304042212
Happy,5,2,5,55,Female,Night,Outdoors,Snowy,Relaxing,5.98024568
Happy,4,8,2,27,Male,Night,Home,Cloudy,Relaxing,6.71590578
